0.2293,7.137,3.5972
0.24169,7.137,3.6239
0.2293,7.137,3.6912
0.2293,7.137,3.7185
0.24169,7.137,3.7474
0.24169,7.137,3.7859
0.24169,7.137,3.8265
0.24169,7.137,3.857
0.25409,7.137,3.8935
0.24169,7.137,3.9252
0.24169,7.137,3.9531
0.2293,7.137,3.9798
0.24169,7.137,4.0228
0.23412,7.287,4.0518
0.24169,7.137,4.0764
0.2293,7.137,4.1199
0.24169,7.137,4.1466
0.2293,7.137,4.1892
0.24169,7.137,4.2183
0.25409,7.137,4.246
0.25409,7.137,4.2756
0.25409,7.137,4.3242
0.24169,7.137,4.3526
0.2169,7.137,4.3778
0.2293,7.137,4.4218
0.19212,7.137,4.4491
0.2125,6.992,4.478
0.22464,6.992,4.5142
0.16733,7.137,4.5537
0.18447,6.853,4.5865
0.19637,6.853,4.6239
0.19637,6.853,4.6535
0.15755,6.72,4.6845
0.16922,6.72,4.7247
0.16922,6.72,4.7628
0.15755,6.72,4.7915
0.15755,6.72,4.8171
0.13421,6.72,4.8472
0.12254,6.72,4.8863
0.12254,6.72,4.9238
0.12254,6.72,4.9514
0.12254,6.72,4.9858
0.12254,6.72,5.0215
0.10876,6.592,5.0588
0.10876,6.592,5.0896
0.12021,6.592,5.1212
0.10876,6.592,5.1541
0.10876,6.592,5.1923
0.11794,6.468,5.2246
0.10475,6.349,5.2561
0.1268,6.349,5.2886
0.13535,6.235,5.3211
0.15701,6.235,5.3531
0.15421,6.124,5.3914
0.16485,6.124,5.4228
0.16485,6.124,5.4521
0.16485,6.124,5.4862
0.16485,6.124,5.514
0.16485,6.124,5.5568
0.15922,5.915,5.5824
0.17977,5.915,5.6184
0.17673,5.815,5.6462
0.17673,5.815,5.6954
0.18683,5.815,5.7271
0.18683,5.815,5.7599
0.18374,5.719,5.7921
0.18075,5.626,5.8258
0.16121,5.626,5.8569
0.16822,5.535,5.8906
0.1586,5.535,5.9205
0.16822,5.535,5.9537
0.15611,5.448,5.9917
0.15611,5.448,6.0247
0.16302,5.364,6.0534
0.14439,5.364,6.0848
0.14439,5.364,6.1229
0.14439,5.364,6.1561
0.13301,5.282,6.1976
0.14003,5.202,6.2255
0.13796,5.125,6.2526
0.14003,5.202,6.2833
0.13796,5.125,6.3133
0.14686,5.125,6.3563
0.16225,5.05,6.3842
0.15348,5.05,6.4131
0.16855,4.977,6.4502
0.17719,4.977,6.4862
0.17224,4.838,6.5144
0.18904,4.838,6.5558
0.18643,4.771,6.5892
0.19471,4.771,6.625
0.203,4.771,6.6538
0.20561,4.643,6.6802
0.20561,4.643,6.7197
0.21083,4.581,6.7588
0.21878,4.581,6.7923
0.21591,4.521,6.8214
0.21591,4.521,6.8499
0.20539,4.463,6.8823
0.2153,4.35,6.9162
0.20775,4.35,6.9507
0.20517,4.296,6.9947
0.20264,4.243,7.0198
0.18564,4.192,7.0556
0.18343,4.142,7.088
0.17415,4.093,7.1147
0.17415,4.093,7.1551
0.17211,4.045,7.1918
0.17501,3.952,7.2259
0.16129,3.952,7.2599
0.15442,3.952,7.291
0.16624,3.907,7.3257
0.15945,3.907,7.357
0.1577,3.864,7.3889
0.14931,3.821,7.426
0.14931,3.821,7.4548
0.15255,3.738,7.4797
0.15255,3.738,7.5279
0.15734,3.698,7.5572
0.16664,3.621,7.593
0.1649,3.583,7.6281
0.16935,3.546,7.6656
0.17803,3.475,7.6924
0.19416,3.44,7.7188
0.19224,3.406,7.7525
0.19437,3.341,7.7887
0.19826,3.309,7.8263
0.20203,3.277,7.8609
0.18885,3.246,7.8886
0.19269,3.216,7.9203
0.20386,3.216,7.9477
0.19642,3.186,7.9855
0.18915,3.157,8.0266
0.20195,3.101,8.0528
0.17503,3.101,8.0922
0.17344,3.073,8.1315
0.16373,2.993,8.1602
0.16746,2.967,8.1874
0.16231,2.967,8.2191
0.12812,2.893,8.2574
0.12207,2.869,8.2893
0.10537,2.822,8.3285
0.099649,2.799,8.3581
0.074752,2.777,8.3924
0.065107,2.777,8.425
0.054583,2.733,8.4575
0.044727,2.711,8.4858
0.025493,2.669,8.5231
0.0022828,2.629,8.5585
0.0067964,2.609,8.603
-0.011158,2.57,8.6295
-0.037937,2.57,8.6586
-0.046171,2.532,8.6864
-0.067188,2.496,8.7226
-0.074763,2.46,8.7499
-0.086975,2.443,8.7999
-0.094132,2.409,8.8303
-0.11424,2.392,8.8569
-0.12905,2.359,8.8857
-0.15057,2.312,8.9291
-0.1644,2.281,8.9621
-0.18299,2.266,8.995
-0.20007,2.237,9.0267
-0.21665,2.208,9.0612
-0.23814,2.194,9.0932
-0.25026,2.167,9.1311
-0.27856,2.153,9.1595
-0.31033,2.14,9.1878
-0.31972,1.969,9.2153
-0.35194,1.958,9.2553
-0.33225,2.114,9.3001
-0.31926,2.101,9.328
-0.37035,2.101,9.3545
-0.39344,2.088,9.3871
-0.42245,2.088,9.4214
-0.45508,2.088,9.4489
-0.48409,2.088,9.4916
-0.52359,2.101,9.5282
-0.55299,2.088,9.5559
-0.60011,2.063,9.5849
-0.62552,2.076,9.6272
-0.66102,2.063,9.66
-0.69279,2.051,9.687
-0.72769,2.039,9.7165
-0.74978,2.051,9.7542
-0.77018,2.039,9.7963
-0.78677,2.027,9.8294
-0.81622,2.039,9.869
-0.83605,2.027,9.9004
-0.8626,2.015,9.9326
-0.88886,2.027,9.9623
