0.082258,7.287,3.5971
0.08403,7.444,3.6221
0.096958,7.444,3.6532
0.10757,7.287,3.7086
0.12022,7.287,3.7353
0.12022,7.287,3.7726
0.13014,7.137,3.8091
0.14553,7.287,3.8342
0.14553,7.287,3.8703
0.14553,7.287,3.9055
0.15493,7.137,3.9454
0.14553,7.287,3.9775
0.14254,7.137,4.0107
0.16733,7.137,4.0426
0.1835,7.287,4.0704
0.16733,7.137,4.1028
0.19615,7.287,4.1367
0.1835,7.287,4.1643
0.16733,7.137,4.214
0.2169,7.137,4.2449
0.19615,7.287,4.2767
0.20451,7.137,4.3105
0.20451,7.137,4.3384
0.19212,7.137,4.369
0.19212,7.137,4.4026
0.17972,7.137,4.438
0.18821,6.992,4.473
0.2169,7.137,4.5002
0.20451,7.137,4.5329
0.19212,7.137,4.5725
0.19212,7.137,4.6096
0.18821,6.992,4.6437
0.18821,6.992,4.6723
0.18089,6.72,4.704
0.18089,6.72,4.7459
0.16922,6.72,4.779
0.16922,6.72,4.8139
0.16922,6.72,4.8429
0.15755,6.72,4.8733
0.16922,6.72,4.9116
0.14588,6.72,4.9379
0.13421,6.72,4.9779
0.13421,6.72,5.0066
0.15455,6.592,5.0386
0.15455,6.592,5.0812
0.13165,6.592,5.1127
0.1431,6.592,5.1431
0.12021,6.592,5.1774
0.1431,6.592,5.2016
0.11794,6.468,5.2415
0.1268,6.349,5.2781
0.14885,6.349,5.3138
0.14618,6.235,5.3386
0.15701,6.235,5.3743
0.17866,6.235,5.4029
0.17866,6.235,5.4328
0.19675,6.124,5.475
0.19675,6.124,5.5101
0.20739,6.124,5.5444
0.20739,6.124,5.57
0.21425,6.018,5.6042
0.2038,6.018,5.6396
0.2247,6.018,5.6716
0.2247,6.018,5.7072
0.22086,5.915,5.7341
0.22086,5.915,5.776
0.23732,5.815,5.8019
0.22722,5.815,5.8337
0.22722,5.815,5.885
0.2334,5.719,5.9145
0.2334,5.719,5.941
0.22961,5.626,5.9715
0.21628,5.535,6.0018
0.21288,5.448,6.053
0.20342,5.448,6.0805
0.21288,5.448,6.106
0.21891,5.364,6.1443
0.2096,5.364,6.1702
0.20639,5.282,6.2006
0.21557,5.282,6.2426
0.19722,5.282,6.2685
0.20327,5.202,6.3074
0.19722,5.282,6.3448
0.19423,5.202,6.3775
0.20916,5.125,6.4024
0.18856,5.05,6.4365
0.19733,5.05,6.478
0.20022,4.906,6.5044
0.22905,4.977,6.5366
0.21726,4.906,6.5694
0.21425,4.838,6.6031
0.23946,4.838,6.6423
0.24786,4.838,6.6706
0.25271,4.771,6.7101
0.27379,4.706,6.7433
0.28196,4.706,6.7703
0.27819,4.643,6.8117
0.29834,4.581,6.8452
0.28243,4.581,6.8746
0.28658,4.521,6.9034
0.29443,4.521,6.9451
0.29443,4.521,6.9871
0.28694,4.406,7.0188
0.2984,4.35,7.0508
0.2984,4.35,7.0827
0.27978,4.296,7.1106
0.26896,4.243,7.1361
0.26975,4.142,7.1737
0.25234,4.093,7.2034
0.26656,4.093,7.2446
0.26731,3.998,7.2821
0.23954,3.998,7.3087
0.25737,3.952,7.3423
0.22992,3.952,7.3752
0.24087,3.907,7.4183
0.24087,3.907,7.451
0.2248,3.864,7.4777
0.21986,3.779,7.5431
0.21747,3.738,7.5682
0.21747,3.738,7.6121
0.21288,3.659,7.6488
0.21468,3.583,7.6788
0.22712,3.583,7.7126
0.2164,3.51,7.7383
0.23598,3.44,7.7727
0.21208,3.44,7.8129
0.21178,3.341,7.8459
0.23274,3.309,7.8783
0.23274,3.309,7.9216
0.23958,3.246,7.9506
0.21503,3.216,8.0147
0.21464,3.129,8.0458
0.20734,3.101,8.0735
0.20547,3.073,8.1109
0.2071,3.019,8.1395
0.20012,2.993,8.176
0.19323,2.967,8.2134
0.17984,2.917,8.2481
0.18186,2.869,8.2792
0.16552,2.845,8.316
0.14227,2.777,8.3447
0.13052,2.733,8.3698
0.11446,2.69,8.4083
0.098909,2.649,8.4432
0.084465,2.629,8.4675
0.069692,2.589,8.5138
0.064238,2.551,8.5473
0.046171,2.532,8.5726
0.040586,2.46,8.6649
0.018826,2.409,8.691
0.0061452,2.359,8.7817
-0.0060228,2.312,8.8123
-0.013688,2.252,8.8402
-0.051767,2.208,8.8763
-0.053234,2.114,8.9392
-0.048672,2.076,8.9747
-0.064,1.992,9.05
-0.062907,1.958,9.0786
-0.063429,1.873,9.1324
-0.059855,1.863,9.18
-0.067022,1.795,9.2476
-0.075991,1.786,9.283
-0.075949,1.715,9.3392
-0.086582,1.69,9.3724
-0.08895,1.626,9.444
-0.13628,1.618,9.4766
-0.14096,1.546,9.5458
-0.16608,1.506,9.5798
-0.15715,1.425,9.6471
-0.21226,1.413,9.6822
