0.085882,7.608,3.5901
0.059457,7.608,3.6161
0.08403,7.444,3.648
0.096958,7.444,3.7002
0.072669,7.608,3.7268
0.072669,7.608,3.7675
0.046244,7.608,3.7942
0.059457,7.608,3.8277
0.08403,7.444,3.8632
0.059457,7.608,3.8912
0.046244,7.608,3.9323
0.059457,7.608,3.9621
0.0066063,7.608,3.9909
0.0064639,7.444,4.0366
0.0064639,7.444,4.0686
-0.018983,7.287,4.0964
-0.019392,7.444,4.1366
-0.0063276,7.287,4.1639
-0.030987,7.137,4.1929
-0.018983,7.287,4.2312
-0.031638,7.287,4.2611
-0.0063276,7.287,4.3001
-0.0061973,7.137,4.3282
-0.018592,7.137,4.3612
-0.0061973,7.137,4.4057
-0.018592,7.137,4.439
-0.018592,7.137,4.4727
-0.018592,7.137,4.5044
-0.018214,6.992,4.5409
0.044293,7.287,4.5727
-0.030357,6.992,4.6036
-0.0425,6.992,4.6403
-0.030357,6.992,4.6729
-0.0060714,6.992,4.6988
0.043381,7.137,4.7332
0.018592,7.137,4.7696
0.054642,6.992,4.8054
0.018214,6.992,4.8366
0.065458,6.853,4.87
0.052517,6.72,4.9396
0.075858,6.72,4.965
0.075858,6.72,4.9951
0.064187,6.72,5.0314
0.10876,6.592,5.0648
0.062965,6.592,5.1345
0.074413,6.592,5.1591
0.074413,6.592,5.1974
0.073013,6.468,5.2315
0.07167,6.349,5.2601
0.07167,6.349,5.2965
0.070383,6.235,5.3351
0.048726,6.235,5.3647
0.058494,6.124,5.4026
0.047859,6.124,5.4459
0.047859,6.124,5.4732
0.047859,6.124,5.5015
0.047031,6.018,5.5307
0.056498,5.915,5.5608
0.036579,6.018,5.5997
0.026128,6.018,5.6395
0.046226,5.915,5.6709
0.035953,5.915,5.704
0.025247,5.815,5.7334
0.035346,5.815,5.7706
0.054626,5.719,5.7987
0.044694,5.719,5.8315
0.054626,5.719,5.8575
0.10093,5.535,5.9037
0.10093,5.535,5.9359
0.11827,5.448,5.9615
0.10881,5.448,5.9948
0.11827,5.448,6.0333
0.12773,5.448,6.0676
0.13507,5.364,6.105
0.13507,5.364,6.1361
0.131,5.202,6.1637
0.14003,5.202,6.1993
0.13796,5.125,6.2363
0.13796,5.125,6.2652
0.14471,5.05,6.2995
0.14471,5.05,6.3351
0.14262,4.977,6.3703
0.12354,4.906,6.4123
0.13023,4.838,6.4436
0.11343,4.838,6.4787
0.12014,4.771,6.5041
0.1185,4.706,6.5302
0.11033,4.706,6.5643
0.10079,4.643,6.5967
0.1074,4.581,6.63
0.11536,4.581,6.6669
0.106,4.521,6.696
0.098143,4.521,6.738
0.090292,4.521,6.78
0.096884,4.463,6.8076
0.096884,4.463,6.833
0.1033,4.406,6.8628
0.10954,4.35,6.8976
0.10818,4.296,6.9313
0.12158,4.243,6.9675
0.12158,4.243,6.9986
0.14027,4.142,7.0368
0.15283,4.093,7.0698
0.17415,4.093,7.0956
0.16508,4.045,7.1327
0.17705,3.998,7.1707
0.18874,3.952,7.2005
0.19338,3.907,7.2266
0.20695,3.907,7.2615
0.22052,3.907,7.3014
0.20903,3.821,7.3284
0.21329,3.779,7.3695
0.22642,3.779,7.3974
0.22396,3.738,7.4329
0.23045,3.738,7.476
0.22558,3.659,7.5062
0.23582,3.621,7.5333
0.24325,3.546,7.5624
0.23838,3.475,7.5962
0.23598,3.44,7.6322
0.23956,3.406,7.6688
0.2524,3.341,7.6982
0.24998,3.309,7.7363
0.24998,3.309,7.7715
0.26529,3.216,7.8036
0.26529,3.216,7.8382
0.27088,3.216,7.8646
0.27942,3.186,7.8987
0.29616,3.129,7.939
0.27846,2.942,7.9724
0.27884,2.893,8.0002
0.29646,2.869,8.0378
0.35531,2.822,8.0708
0.37672,2.799,8.1001
0.39617,2.799,8.1368
0.42199,2.777,8.1701
0.46088,2.869,8.2072
0.48274,2.822,8.238
0.51769,2.799,8.2702
0.5522,2.777,8.3046
0.57193,2.733,8.3319
0.59563,2.69,8.3777
0.62343,2.669,8.4107
0.65096,2.649,8.4405
0.66887,2.629,8.4682
0.6955,2.609,8.498
0.69059,2.733,8.5395
0.70857,2.711,8.5797
0.74153,2.711,8.6121
0.76712,2.669,8.6449
0.79029,2.669,8.6731
0.82867,2.629,8.7006
0.89934,2.57,8.776
0.93297,2.589,8.8084
0.96801,2.551,8.8382
0.97968,2.57,8.8639
1.0107,2.514,8.9016
3.7449,9.235,8.9761
1.1631,2.532,9.0674
1.1856,2.496,9.1096
